EMG,Force
samples,1154.0
time,1296.0
value,1108.0
0,1146.0
0,822.0
0,1061.0
0,848.0
0,1125.0
0,1267.0
0,1111.0
0,1104.0
0,1129.0
0,1355.0
0,957.0
0,1114.0
0,1085.0
0,1216.0
0,1075.0
0,1095.0
0,1152.0
0,885.0
0,1155.0
0,1273.0
0,1136.0
0,987.0
0,1136.0
0,1099.0
0,1172.0
0,1264.0
0,1085.0
0,1114.0
0,1130.0
0,1090.0
0,1120.0
0,1078.0
0,1164.0
0,1221.0
0,1166.0
0,1126.0
0,1187.0
0,1129.0
0,1072.0
0,1106.0
0,1087.0
0,1053.0
0,1165.0
0,1179.0
0,1156.0
0,1125.0
0,1112.0
0,1131.0
0,1126.0
0,1040.0
0,1265.0
0,1115.0
0,1083.0
0,1158.0
0,811.0
0,1124.0
0,1371.0
0,868.0
0,1120.0
0,1152.0
0,1072.0
0,1110.0
0,1059.0
0,1136.0
0,1149.0
0,1263.0
0,1039.0
0,1092.0
0,1200.0
0,1119.0
0,1136.0
0,1133.0
0,1158.0
0,1102.0
0,1155.0
0,1105.0
0,1163.0
0,1101.0
0,1069.0
0,1255.0
0,1110.0
0,1111.0
0,1145.0
0,1095.0
0,912.0
0,1102.0
0,1098.0
0,1168.0
0,860.0
0,1077.0
0,1179.0
0,1070.0
0,1166.0
0,1360.0
0,1164.0
0,895.0
0,1172.0
0,1111.0
0,1083.0
0,1152.0
0,1195.0
0,1133.0
0,1149.0
0,1047.0
0,1115.0
0,1088.0
0,1104.0
0,1273.0
0,1040.0
0,1094.0
0,1111.0
0,1314.0
0,1076.0
0,1132.0
0,1247.0
0,784.0
0,1317.0
0,1093.0
0,1128.0
0,1123.0
0,1164.0
0,1138.0
0,1101.0
0,1135.0
0,1234.0
0,1043.0
0,1095.0
0,1023.0
0,1119.0
0,1107.0
0,1065.0
0,1152.0
0,1127.0
0,799.0
0,1115.0
0,1035.0
0,1098.0
0,1103.0
0,1088.0
0,1107.0
0,1119.0
0,1057.0
0,1113.0
0,1086.0
0,1125.0
0,1083.0
0,1073.0
0,1039.0
0,1147.0
0,1394.0
0,1116.0
0,1106.0
0,1130.0
0,1042.0
0,1141.0
0,1147.0
0,1091.0
0,1090.0
0,1133.0
0,1126.0
0,1094.0
0,1148.0
0,1267.0
0,1089.0
0,1203.0
0,1176.0
0,1082.0
0,1179.0
0,1103.0
0,1088.0
0,1104.0
0,1118.0
0,1168.0
0,1126.0
0,1088.0
0,1035.0
0,1128.0
0,1105.0
0,1147.0
0,1119.0
0,1242.0
0,1136.0
0,1175.0
0,1103.0
0,1168.0
0,1129.0
0,1097.0
0,1062.0
0,1148.0
0,1140.0
0,1144.0
0,1141.0
0,1094.0
0,1130.0
0,1075.0
0,1084.0
0,1122.0
0,1100.0
0,1095.0
0,1162.0
0,1145.0
0,1139.0
0,1103.0
