EMG_time_ms,EMG_value,FORCE_time_ms,FORCE_newtons,Force_LPF,ENVELOPE_time_ms,EMG_Envelope
0.0,0.0,0.469,0.08940257815536046,0.08942853319544126,0.0,0.0
0.4655172734839499,0.0,0.931,0.0632588641813947,0.08901557357785775,0.4655172734839499,0.0
0.9310345469678998,0.0,1.397,0.09158132920120265,0.08857502858030697,0.9310345469678998,0.0
1.3965518204518497,0.0,1.864,0.08504533577890427,0.08798534277228885,1.3965518204518497,0.0
1.8620690939357996,0.0,2.33,0.08940257815536046,0.08714527950544132,1.8620690939357996,0.0
2.3275863674197494,0.0,2.795,0.13515427239622135,0.08599053370005766,2.3275863674197494,0.0
2.7931036409036993,0.0,3.26,0.06979472774607931,0.08450458169667205,2.7931036409036993,0.0
3.2586209143876492,0.0,3.72,0.10029581395411524,0.08272117973432123,3.2586209143876492,0.0
3.724138187871599,0.0,4.186,0.04785224485199446,0.08071819189147914,3.724138187871599,0.0
4.189655461355549,0.0,4.65,0.06979472774607931,0.0786052451927803,4.189655461355549,0.0
4.655172734839499,0.0,5.115,0.07197347879192129,0.07650942592986704,4.655172734839499,0.0
5.120690008323448,0.0,5.584,0.06979472774607931,0.07456290846225032,5.120690008323448,0.0
5.586207281807399,0.0,6.046,0.08286671459067607,0.07289447018112129,5.586207281807399,0.0
6.051724555291348,0.0,6.516,0.08504533577890427,0.07162456972380857,6.051724555291348,0.0
6.5172418287752985,0.0,6.979,0.05454424957086812,0.07086219666704931,6.5172418287752985,0.0
6.982759102259248,0.0,7.45,0.09593857157765884,0.07070145555289292,6.982759102259248,0.0
7.448276375743198,0.0,7.905,0.07633072116837769,0.0712165339527015,7.448276375743198,0.0
7.913793649227148,0.0,8.37,0.03711502034981495,0.07245479730511559,7.913793649227148,0.0
8.379310922711097,0.0,8.835,0.08286671459067607,0.0744288564093098,8.379310922711097,0.0
8.844828196195047,0.0,9.3,0.11118904975287003,0.07710914000719747,8.844828196195047,0.0
9.310345469678998,0.0,9.765,0.0654374853696229,0.08041845266520405,9.310345469678998,0.0
9.775862743162946,0.0,10.231,0.0654374853696229,0.08422969524722498,9.775862743162946,0.0
10.241380016646897,0.0,10.698,0.06979472774607931,0.08836818001628852,10.241380016646897,0.0
10.706897290130847,0.0,11.164,0.09375995038943064,0.0926203852705175,10.706897290130847,0.0
11.172414563614797,0.0,11.632,0.09158132920120265,0.09675026096347465,11.172414563614797,0.0
11.637931837098746,0.0,12.094,0.08940257815536046,0.10052201728498153,11.637931837098746,0.0
