EMG,Force
samples,72.0
time,1110.0
value,1089.0
0,1136.0
0,1072.0
0,1129.0
0,1229.0
0,1136.0
0,1151.0
0,1115.0
0,1102.0
0,1087.0
0,1083.0
0,1135.0
0,1103.0
0,1122.0
0,1104.0
0,1136.0
0,1129.0
0,1123.0
0,1200.0
0,1131.0
0,1122.0
0,1152.0
0,1223.0
0,1116.0
0,1139.0
0,1076.0
0,1152.0
0,1051.0
0,1103.0
0,1167.0
0,1101.0
0,1151.0
0,1103.0
0,1249.0
0,999.0
0,1129.0
0,1135.0
0,1155.0
0,1122.0
0,959.0
0,1123.0
0,1130.0
0,1152.0
0,1104.0
0,1073.0
0,1120.0
0,1131.0
0,1099.0
0,1108.0
0,1130.0
0,1079.0
0,1155.0
0,1104.0
0,1082.0
0,1135.0
0,1136.0
0,1036.0
0,1146.0
0,1091.0
0,1067.0
0,1078.0
0,1119.0
0,1122.0
0,1104.0
0,1072.0
0,1067.0
0,1089.0
0,1104.0
0,1154.0
0,1100.0
0,1187.0
0,1093.0
0,1107.0
0,1126.0
0,1109.0
0,1070.0
0,1078.0
0,1097.0
0,1039.0
0,1116.0
0,1090.0
0,1099.0
0,1168.0
0,1126.0
0,980.0
0,1161.0
0,1120.0
0,1066.0
0,1111.0
0,1062.0
0,1114.0
0,1104.0
0,1058.0
0,1088.0
0,1142.0
0,1107.0
0,1152.0
0,1136.0
0,1153.0
0,1121.0
0,1136.0
0,1055.0
0,1128.0
0,1218.0
0,1119.0
0,1141.0
0,1089.0
0,1132.0
0,1238.0
0,1106.0
0,1118.0
0,1110.0
0,1132.0
0,1082.0
0,1150.0
0,1121.0
0,1122.0
0,976.0
0,1074.0
0,1234.0
0,1154.0
0,1107.0
0,1091.0
0,926.0
0,1131.0
0,1079.0
0,975.0
0,1267.0
0,1118.0
0,1131.0
0,1197.0
0,1123.0
0,975.0
0,1086.0
0,1136.0
0,1097.0
0,1089.0
0,1110.0
0,1168.0
0,1122.0
0,1109.0
0,1119.0
0,1216.0
0,1129.0
0,1131.0
0,1129.0
0,1273.0
0,1081.0
0,1264.0
0,1150.0
0,1151.0
0,1111.0
0,1136.0
0,1108.0
0,1150.0
0,1095.0
0,1104.0
0,1075.0
0,1072.0
0,1118.0
0,1216.0
0,1115.0
0,1134.0
0,974.0
0,1146.0
0,1230.0
0,1067.0
0,1104.0
0,1103.0
0,1131.0
0,1194.0
0,1078.0
0,1280.0
0,1147.0
0,1213.0
0,1200.0
0,1136.0
0,1099.0
0,1102.0
0,1143.0
0,1106.0
0,1104.0
0,1125.0
0,1123.0
0,1139.0
0,1147.0
0,1136.0
0,1134.0
0,1078.0
0,1149.0
0,1105.0
0,1057.0
0,1107.0
0,1216.0
0,1094.0
0,995.0
0,1131.0
0,1102.0
0,1019.0
0,1136.0
0,1127.0
0,1072.0
0,1127.0
0,1132.0
0,1125.0
0,1067.0
0,1076.0
0,1072.0
0,1109.0
0,1116.0
0,1091.0
0,1150.0
0,1134.0
0,1133.0
0,1093.0
0,1073.0
0,1065.0
0,1136.0
0,1110.0
0,1068.0
0,1239.0
0,1070.0
0,1137.0
0,1088.0
0,1095.0
0,1062.0
0,1148.0
0,1152.0
0,1097.0
0,1090.0
0,911.0
0,1099.0
